Timestamp,Out (KB),In (KB),Out (Ops),In (Ops),Active DOs,Stream Out (KB),Stream In (KB)
2026-03-15T22:13:55.495Z,0.00,2.39,0,15,0,0.00,0.00
2026-03-15T22:14:45.495Z,0.00,53.59,0,34,16,0.00,0.00
2026-03-15T22:14:55.494Z,0.00,152.89,0,97,20,0.00,0.00
2026-03-15T22:15:05.508Z,0.00,167.07,0,106,20,0.00,0.00
2026-03-15T22:15:15.496Z,0.00,151.31,0,96,20,0.00,0.00
